Year,Month,Day,Period,St_Hydro_R1,St_Hydro_R2,St_Hydro_R3,St_Wind_R1,St_Wind_R2,St_Wind_R3,St_Solar_R1,St_Solar_R2,St_Solar_R3,Hydro_R3,Hydro_R2,Hydro_R1,Solar_R1,Solar_R2,Solar_R3,Wind_R1,Wind_R2,Wind_R3
2020,1,1,1,1082.59,7443.7,1897.5,3972.39,1136.6,794.3,9147.55,3533.94,4218.9,433.602799418902,2804.212341070835,407.83645744990736,0.0,0.0,0.0,224.55268800801,64.2501328394,44.9004755537
2020,1,1,2,1082.59,7443.7,1897.5,3972.39,1136.6,794.3,9147.55,3533.94,4218.9,433.602799418902,2804.212341070835,407.83645744990736,0.0,0.0,0.0,258.57582303618,73.9850015892,51.7035780066
2020,1,1,3,1082.59,7443.7,1897.5,3972.39,1136.6,794.3,9147.55,3533.94,4218.9,433.602799418902,2804.212341070835,407.83645744990736,0.0,0.0,0.0,500.51811701121005,143.2107350474,100.0811955377
2020,1,1,4,1082.59,7443.7,1897.5,3972.39,1136.6,794.3,9147.55,3533.94,4218.9,433.602799418902,2804.212341070835,407.83645744990736,0.0,0.0,0.0,404.4972687476208,115.73677198325082,80.88132851161018
2020,1,1,5,1082.59,7443.7,1897.5,3972.39,1136.6,794.3,9147.55,3533.94,4218.9,433.602799418902,2804.212341070835,407.83645744990736,0.0,0.0,0.0,628.2938884659306,179.77057480015222,125.63062428625808
2020,1,1,6,1082.59,7443.7,1897.5,3972.39,1136.6,794.3,9147.55,3533.94,4218.9,433.602799418902,2804.212341070835,407.83645744990736,0.0,0.0,0.0,581.4175694708792,166.35808907499043,116.25746098210884
2020,1,1,7,1082.59,7443.7,1897.5,3972.39,1136.6,794.3,9147.55,3533.94,4218.9,433.602799418902,2804.212341070835,407.83645744990736,0.0,0.0,0.0,733.387571374191,209.84050247430525,146.64465169394745
2020,1,1,8,1082.59,7443.7,1897.5,3972.39,1136.6,794.3,9147.55,3533.94,4218.9,433.602799418902,2804.212341070835,407.83645744990736,0.0,0.0,0.0,401.4729901027786,114.87145032356293,80.27660829843924
2020,1,1,9,1082.59,7443.7,1897.5,3972.39,1136.6,794.3,9147.55,3533.94,4218.9,433.602799418902,2804.212341070835,407.83645744990736,123.6506446299767,47.76950758221162,57.02835235985687,672.14592881614,192.31773886562613,134.39906737723635
2020,1,1,10,1082.59,7443.7,1897.5,3972.39,1136.6,794.3,9147.55,3533.94,4218.9,433.602799418902,2804.212341070835,407.83645744990736,135.6000766740501,52.3858885670472,62.53949565513716,775.7274724019794,221.95500570993525,155.1107346783403
2020,1,1,11,1082.59,7443.7,1897.5,3972.39,1136.6,794.3,9147.55,3533.94,4218.9,433.602799418902,2804.212341070835,407.83645744990736,235.35185721588005,90.92263417958767,108.54556142443346,771.9471240959267,220.8733536353254,154.35483441187662
2020,1,1,12,1082.59,7443.7,1897.5,3972.39,1136.6,794.3,9147.55,3533.94,4218.9,433.602799418902,2804.212341070835,407.83645744990736,152.74491395467712,59.0093917192026,70.44678820923497,1235.4178264179673,353.4838979824895,247.02820708031973
2020,1,1,13,1082.59,7443.7,1897.5,3972.39,1136.6,794.3,9147.55,3533.94,4218.9,433.602799418902,2804.212341070835,407.83645744990736,150.66675186005563,58.20654285227466,69.48832850570794,1407.045639512752,402.5909021697754,281.3460791777693
2020,1,1,14,1082.59,7443.7,1897.5,3972.39,1136.6,794.3,9147.55,3533.94,4218.9,433.602799418902,2804.212341070835,407.83645744990736,4763.667061396036,1840.33031521554,2197.02925540978,2050.460921202893,586.6880852683669,410.000304529882
2020,1,1,15,1082.59,7443.7,1897.5,3972.39,1136.6,794.3,9147.55,3533.94,4218.9,433.602799418902,2804.212341070835,407.83645744990736,4552.214068268302,1758.6404430056227,2099.505980575907,1872.784550818424,535.8504377617053,374.4729920060906
2020,1,1,16,1082.59,7443.7,1897.5,3972.39,1136.6,794.3,9147.55,3533.94,4218.9,433.602799418902,2804.212341070835,407.83645744990736,5526.35255012211,2134.975849378088,2548.7839666041914,2226.625152264941,637.0930719451845,445.2252569470879
2020,1,1,17,1082.59,7443.7,1897.5,3972.39,1136.6,794.3,9147.55,3533.94,4218.9,433.602799418902,2804.212341070835,407.83645744990736,5485.308848753337,2119.119584256262,2529.854387459533,2170.6759973353637,621.0846212409592,434.037933003426
2020,1,1,18,1082.59,7443.7,1897.5,3972.39,1136.6,794.3,9147.55,3533.94,4218.9,433.602799418902,2804.212341070835,407.83645744990736,1698.8975123530413,656.3289487135798,783.5408076333276,1967.293258469737,562.8917396269508,393.3704986676817
2020,1,1,19,1082.59,7443.7,1897.5,3972.39,1136.6,794.3,9147.55,3533.94,4218.9,433.602799418902,2804.212341070835,407.83645744990736,0.0,0.0,0.0,1856.151018271793,531.0911686334222,371.14703083365055
2020,1,1,20,1082.59,7443.7,1897.5,3972.39,1136.6,794.3,9147.55,3533.94,4218.9,433.602799418902,2804.212341070835,407.83645744990736,0.0,0.0,0.0,2171.43206627982,621.3009514507999,434.1891129133999
2020,1,1,21,1082.59,7443.7,1897.5,3972.39,1136.6,794.3,9147.55,3533.94,4218.9,433.602799418902,2804.212341070835,407.83645744990736,0.0,0.0,0.0,2076.16728968405,594.0433193757137,415.1404263418348
2020,1,1,22,1082.59,7443.7,1897.5,3972.39,1136.6,794.3,9147.55,3533.94,4218.9,433.602799418902,2804.212341070835,407.83645744990736,0.0,0.0,0.0,2094.312961553102,599.2352493338408,418.7687476208602
2020,1,1,23,1082.59,7443.7,1897.5,3972.39,1136.6,794.3,9147.55,3533.94,4218.9,433.602799418902,2804.212341070835,407.83645744990736,0.0,0.0,0.0,2302.232118385992,658.7261134373811,460.34326227636086
